"yr_yoy","both","varcpue$bothvar"
"1996",35.6688613777652,0.00846073805612028
"1997",26.1701035934186,0.0078960696588468
"1998",27.3355891169483,0.00959335641865014
"1999",16.1818655725519,0.00858224656528963
"2000",14.0669867272906,0.00918708747762495
"2001",23.8254697090317,0.00851325017814662
"2002",28.9548765629691,0.00866052824757723
"2003",16.1044479789203,0.00851088009523571
"2004",14.7839950982747,0.0085213119415689
"2005",21.6396160236837,0.0085223433763365
"2006",30.498878985306,0.00915486703102403
"2007",13.548298915689,0.00857837543474492
"2008",14.4655099511763,0.00842358964081822
"2009",14.0841952484886,0.00844187134606933
"2010",6.35188986243087,0.00864479211077364
"2011",8.34924317873475,0.00820483293828561
"2012",6.92082486725575,0.00870963179303432
"2013",3.85400008001425,0.00948660533312479
"2014",5.33503563816084,0.00953284310848996
"2015",11.4679741698771,0.00794871070580679
"2016",6.25878919980227,0.00756913673824241
