"yr_yoy","both","varcpue$bothvar"
"1998",4.82390615582041,0.0393839873810251
"1999",1.46581034008872,0.0341158447664818
"2000",2.98953531832019,0.0192185326666302
"2001",2.41484335759479,0.0089976796474699
"2002",2.85501951238083,0.00935305893019567
"2003",1.46762850287703,0.00755837787694821
"2004",3.81361001297524,0.00808547353566392
"2005",0.942160961184293,0.00751755444812351
"2006",4.52307220767932,0.00800607790039888
"2007",3.5143788437258,0.00779385437770922
"2008",3.585524943697,0.00817054838602766
"2009",2.79411253223296,0.00806294168400875
"2010",0.829138346298545,0.00756193338665972
"2011",2.07902248264592,0.00780599544447322
"2012",1.87781998873854,0.00777736472879373
"2013",2.02210771964686,0.00770612503070408
"2014",1.26660535935408,0.00749552644089682
"2015",1.78751375868951,0.00749872698211636
"2016",1.45590656274592,0.0076242674081991
